Product_ID,Product_Name,Category,Supplier,Demand_Index,Current_Stock_Qty,Stock_After_Sales,Reorder_Level,Purchase_Price,Selling_Price,Discount_%,Revenue,Profit
P02843,Leather Belt,Kids,TexFab Traders,371,156,63,160,754,1084,5,95771.4,25649.4
P02844,Ladies Top,Women,Global Cloth House,85,249,221,64,1354,1518,15,36128.4,-1783.6
P02845,Ladies Top,Men,Global Cloth House,323,170,31,108,1259,1684,0,234076,59075
P02846,Denim Jeans,Kids,Global Cloth House,211,63,0,123,1463,1614,5,96597.9,4428.9
P02847,Kids Wear Set,Kids,Global Cloth House,344,257,110,118,434,536,10,70912.8,7114.8
P02848,Casual T-Shirt,Women,FashionKart Supplies,265,289,149,95,659,774,15,92106,-154
P02849,Silk Saree,Men,FashionKart Supplies,142,280,240,71,1039,1498,25,44940,3380
P02850,Ladies Top,Men,Global Cloth House,65,163,140,71,576,831,25,14334.75,1086.75
P02851,Woolen Jacket,Women,FashionKart Supplies,324,94,0,119,1285,1622,20,121974.4,1184.4
P02852,Denim Jeans,Women,Premium Textile Ltd,131,208,154,73,303,813,25,32926.5,16564.5
P02853,Leather Belt,Kids,TexFab Traders,286,197,41,91,940,1348,20,168230.4,21590.4
P02854,Ladies Top,Women,Premium Textile Ltd,298,77,0,83,570,705,20,43428,-462
P02855,Silk Saree,Women,Premium Textile Ltd,67,55,24,53,263,424,25,9858,1705
P02856,Woolen Jacket,Kids,Global Cloth House,321,36,0,103,1174,1659,10,53751.6,11487.6
P02857,Kids Wear Set,Women,TexFab Traders,228,289,202,145,956,1300,15,96135,12963
P02858,Leather Belt,Kids,TexFab Traders,98,209,185,66,1373,1542,0,37008,4056
P02859,Leather Belt,Women,FashionKart Supplies,371,96,0,198,746,1268,5,115641.6,44025.6
P02860,Ladies Top,Men,Premium Textile Ltd,83,143,111,76,1035,1444,15,39276.8,6156.8
P02861,Formal Trousers,Women,FashionKart Supplies,307,298,148,125,765,1191,20,142920,28170
P02862,Cotton Shirt,Men,Global Cloth House,221,103,50,91,519,922,5,46422.7,18915.7
P02863,Denim Jeans,Kids,Global Cloth House,286,191,75,116,1236,1831,15,180536.6,37160.6
P02864,Ladies Top,Women,FashionKart Supplies,433,149,0,244,640,854,10,114521.4,19161.4
P02865,Silk Saree,Kids,Global Cloth House,96,236,186,36,1346,1476,0,73800,6500
P02866,Leather Belt,Women,FashionKart Supplies,355,275,104,199,707,968,20,132422.4,11525.4
P02867,Casual T-Shirt,Kids,TexFab Traders,256,197,81,116,829,929,0,107764,11600
P02868,Leather Belt,Kids,FashionKart Supplies,203,269,226,122,818,1060,25,34185,-989
P02869,Cotton Shirt,Women,Premium Textile Ltd,323,31,0,81,1116,1222,15,32199.7,-2396.3
P02870,Woolen Jacket,Men,Global Cloth House,123,252,221,52,255,364,10,10155.6,2250.6
P02871,Silk Saree,Kids,TexFab Traders,236,252,192,138,823,1115,20,53520,4140
P02872,Silk Saree,Men,Premium Textile Ltd,494,114,0,190,989,1238,0,141132,28386
P02873,Woolen Jacket,Men,Global Cloth House,398,28,0,245,674,783,0,21924,3052
P02874,Cotton Shirt,Men,TexFab Traders,60,120,96,38,794,1169,5,26653.2,7597.2
P02875,Ladies Top,Men,TexFab Traders,417,240,90,204,214,559,15,71272.5,39172.5
P02876,Leather Belt,Men,TexFab Traders,70,227,194,55,562,1124,10,33382.8,14836.8
P02877,Leather Belt,Men,Premium Textile Ltd,295,147,46,116,541,978,10,88900.2,34259.2
P02878,Denim Jeans,Men,FashionKart Supplies,114,28,0,42,385,642,5,17077.2,6297.2
P02879,Ladies Top,Men,FashionKart Supplies,405,256,163,226,523,645,10,53986.5,5347.5
P02880,Kids Wear Set,Kids,TexFab Traders,470,46,0,162,339,447,5,19533.9,3939.9
P02881,Woolen Jacket,Men,Premium Textile Ltd,267,169,27,98,1476,1614,25,171891,-37701
P02882,Silk Saree,Women,Global Cloth House,161,193,112,58,361,917,10,66849.3,37608.3
P02883,Casual T-Shirt,Men,Global Cloth House,366,130,0,198,304,559,5,69036.5,29516.5
P02884,Casual T-Shirt,Men,Premium Textile Ltd,423,88,0,220,776,1025,20,72160,3872
P02885,Woolen Jacket,Women,FashionKart Supplies,161,142,72,43,561,863,15,51348.5,12078.5
P02886,Cotton Shirt,Women,TexFab Traders,76,61,45,34,1248,1419,5,21568.8,1600.8
P02887,Kids Wear Set,Women,Premium Textile Ltd,444,136,0,185,776,1181,15,136523.6,30987.6
P02888,Woolen Jacket,Men,FashionKart Supplies,229,247,119,122,629,732,20,74956.8,-5555.2
P02889,Casual T-Shirt,Women,TexFab Traders,202,86,0,134,1164,1639,25,105715.5,5611.5
P02890,Sports Shoes,Kids,Premium Textile Ltd,276,249,133,114,452,884,25,76908,24476
P02891,Sports Shoes,Men,Global Cloth House,462,283,171,203,1374,1573,5,167367.2,13479.2
P02892,Woolen Jacket,Women,Premium Textile Ltd,155,152,84,32,605,1088,25,55488,14348
P02893,Denim Jeans,Men,Premium Textile Ltd,91,79,41,42,1410,1605,25,45742.5,-7837.5
P02894,Woolen Jacket,Women,TexFab Traders,461,96,0,180,837,1101,25,79272,-1080
P02895,Leather Belt,Kids,Premium Textile Ltd,247,42,0,104,1444,1694,5,67590.6,6942.6
P02896,Kids Wear Set,Men,TexFab Traders,81,84,62,30,217,480,25,7920,3146
P02897,Cotton Shirt,Kids,FashionKart Supplies,490,28,0,235,571,1128,10,28425.6,12437.6
P02898,Denim Jeans,Women,TexFab Traders,233,243,184,91,567,820,25,36285,2832
P02899,Woolen Jacket,Women,FashionKart Supplies,486,91,0,198,1486,1856,20,135116.8,-109.2
P02900,Kids Wear Set,Women,Premium Textile Ltd,111,165,119,75,1332,1748,0,80408,19136
P02901,Silk Saree,Kids,FashionKart Supplies,148,213,130,51,622,1205,20,80012,28386
P02902,Kids Wear Set,Kids,Premium Textile Ltd,321,121,0,104,358,836,20,80924.8,37606.8
P02903,Denim Jeans,Kids,FashionKart Supplies,236,162,103,92,1160,1499,15,75174.85,6734.85
P02904,Cotton Shirt,Women,FashionKart Supplies,402,190,77,155,725,854,25,72376.5,-9548.5
P02905,Woolen Jacket,Women,Global Cloth House,437,221,81,233,1276,1730,5,230090,51450
P02906,Woolen Jacket,Men,Global Cloth House,268,290,133,101,828,1256,10,177472.8,47476.8
P02907,Cotton Shirt,Women,Premium Textile Ltd,409,198,63,186,248,662,5,84901.5,51421.5
P02908,Formal Trousers,Men,Global Cloth House,83,117,94,79,1472,1911,25,32964.75,-891.25
P02909,Denim Jeans,Women,TexFab Traders,277,82,12,91,969,1212,0,84840,17010
P02910,Woolen Jacket,Kids,FashionKart Supplies,498,71,0,196,756,897,15,54133.95,457.95
P02911,Leather Belt,Kids,TexFab Traders,82,133,108,73,255,398,15,8457.5,2082.5
P02912,Kids Wear Set,Women,Global Cloth House,245,144,72,96,336,462,0,33264,9072
P02913,Formal Trousers,Women,Premium Textile Ltd,437,232,0,247,748,1235,20,229216,55680
P02914,Silk Saree,Men,FashionKart Supplies,61,188,166,45,646,999,0,21978,7766
P02915,Woolen Jacket,Kids,Global Cloth House,145,40,0,33,326,924,25,27720,14680
P02916,Casual T-Shirt,Women,Global Cloth House,273,119,38,144,819,1020,5,78489,12150
P02917,Sports Shoes,Men,TexFab Traders,144,291,209,70,544,961,25,59101.5,14493.5
P02918,Leather Belt,Kids,FashionKart Supplies,116,65,0,48,433,731,0,47515,19370
P02919,Leather Belt,Men,TexFab Traders,367,295,166,167,1191,1784,15,195615.6,41976.6
P02920,Woolen Jacket,Kids,Premium Textile Ltd,389,181,41,249,342,685,25,71925,24045
P02921,Leather Belt,Men,TexFab Traders,438,236,2,203,1106,1585,0,370890,112086
P02922,Silk Saree,Kids,Premium Textile Ltd,54,54,27,58,1420,1573,10,38223.9,-116.1
P02923,Casual T-Shirt,Kids,Global Cloth House,361,21,0,231,716,989,0,20769,5733
P02924,Cotton Shirt,Women,TexFab Traders,165,63,0,55,767,1108,15,59333.4,11012.4
P02925,Denim Jeans,Men,TexFab Traders,426,122,22,185,1249,1523,0,152300,27400
P02926,Casual T-Shirt,Women,Global Cloth House,351,154,0,204,573,748,10,103672.8,15430.8
P02927,Kids Wear Set,Kids,FashionKart Supplies,91,129,98,35,1402,1914,5,56367.3,12905.3
P02928,Casual T-Shirt,Men,TexFab Traders,150,80,32,57,1232,1744,25,62784,3648
P02929,Casual T-Shirt,Women,Global Cloth House,229,123,56,113,469,1034,0,69278,37855
P02930,Casual T-Shirt,Women,FashionKart Supplies,149,106,28,71,1426,1557,20,97156.8,-14071.2
P02931,Woolen Jacket,Kids,Global Cloth House,59,234,204,53,257,809,20,19416,11706
P02932,Silk Saree,Men,TexFab Traders,185,32,0,66,1328,1557,25,37368,-5128
P02933,Cotton Shirt,Women,Premium Textile Ltd,66,64,31,67,263,739,20,19509.6,10830.6
P02934,Casual T-Shirt,Women,TexFab Traders,326,246,71,102,1287,1543,10,243022.5,17797.5
P02935,Casual T-Shirt,Men,Premium Textile Ltd,412,188,62,229,604,1017,15,108920.7,32816.7
P02936,Formal Trousers,Kids,Premium Textile Ltd,469,239,50,151,541,881,0,166509,64260
P02937,Ladies Top,Kids,TexFab Traders,217,255,146,117,511,681,0,74229,18530
P02938,Casual T-Shirt,Women,Premium Textile Ltd,154,194,129,67,1110,1584,5,97812,25662
P02939,Leather Belt,Kids,Global Cloth House,261,174,89,124,1345,1697,20,115396,1071
P02940,Woolen Jacket,Women,FashionKart Supplies,202,233,115,131,1042,1486,20,140278.4,17322.4
P02941,Formal Trousers,Women,FashionKart Supplies,489,59,0,234,572,807,0,47613,13865
P02942,Cotton Shirt,Men,TexFab Traders,442,217,0,240,594,728,20,126380.8,-2517.2
P02943,Leather Belt,Men,Premium Textile Ltd,445,259,52,228,820,1225,5,240896.25,71156.25
P02944,Leather Belt,Men,Global Cloth House,301,286,135,138,1034,1577,5,226220.65,70086.65
P02945,Woolen Jacket,Women,FashionKart Supplies,368,149,0,239,355,611,20,72831.2,19936.2
P02946,Kids Wear Set,Women,Premium Textile Ltd,182,290,253,75,492,734,0,27158,8954
P02947,Woolen Jacket,Men,TexFab Traders,389,174,53,170,526,1056,25,95832,32186
P02948,Cotton Shirt,Kids,Global Cloth House,56,145,123,48,596,1145,25,18892.5,5780.5
P02949,Woolen Jacket,Kids,Premium Textile Ltd,118,118,79,30,1405,1924,20,60028.8,5233.8
P02950,Denim Jeans,Kids,Global Cloth House,427,198,99,207,662,1084,0,107316,41778
P02951,Cotton Shirt,Women,Global Cloth House,452,206,67,240,270,678,15,80105.7,42575.7
P02952,Formal Trousers,Men,Premium Textile Ltd,277,38,0,145,408,723,0,27474,11970
P02953,Casual T-Shirt,Men,Global Cloth House,360,290,199,234,606,950,20,69160,14014
P02954,Denim Jeans,Women,FashionKart Supplies,419,156,0,215,856,1444,5,214000.8,80464.8
P02955,Denim Jeans,Men,FashionKart Supplies,93,176,131,57,251,352,20,12672,1377
P02956,Woolen Jacket,Women,FashionKart Supplies,346,199,58,110,832,982,5,131538.9,14226.9
P02957,Leather Belt,Kids,TexFab Traders,339,224,120,126,732,872,10,81619.2,5491.2
P02958,Casual T-Shirt,Men,FashionKart Supplies,244,90,0,93,507,1033,15,79024.5,33394.5
P02959,Silk Saree,Kids,Global Cloth House,62,148,126,67,596,1060,10,20988,7876
P02960,Kids Wear Set,Kids,Premium Textile Ltd,50,142,131,61,609,1106,20,9732.8,3033.8
P02961,Woolen Jacket,Kids,Global Cloth House,191,60,0,76,1282,1609,5,91713,14793
P02962,Leather Belt,Women,FashionKart Supplies,381,188,0,157,1140,1445,20,217328,3008
P02963,Kids Wear Set,Men,Global Cloth House,395,134,0,173,942,1469,5,187003.7,60775.7
P02964,Denim Jeans,Women,Global Cloth House,78,222,197,31,942,1139,20,22780,-770
P02965,Sports Shoes,Men,FashionKart Supplies,346,106,12,101,1123,1494,5,133414.2,27852.2
P02966,Woolen Jacket,Women,FashionKart Supplies,327,158,81,121,640,773,0,59521,10241
P02967,Casual T-Shirt,Women,FashionKart Supplies,174,30,0,63,780,1192,10,32184,8784
P02968,Silk Saree,Men,FashionKart Supplies,255,255,133,138,1103,1608,10,176558.4,41992.4
P02969,Formal Trousers,Men,FashionKart Supplies,274,120,0,116,927,1244,0,149280,38040
P02970,Leather Belt,Kids,Premium Textile Ltd,162,290,238,32,1154,1710,15,75582,15574
P02971,Silk Saree,Women,FashionKart Supplies,452,168,26,231,1175,1298,0,184316,17466
P02972,Woolen Jacket,Kids,TexFab Traders,60,207,193,33,821,1309,15,15577.1,4083.1
P02973,Cotton Shirt,Women,FashionKart Supplies,376,93,0,215,732,1127,5,99570.45,31494.45
P02974,Leather Belt,Women,FashionKart Supplies,387,92,0,190,1109,1606,20,118201.6,16173.6
P02975,Formal Trousers,Men,Premium Textile Ltd,390,178,21,245,388,638,15,85141.1,24225.1
P02976,Woolen Jacket,Women,TexFab Traders,142,281,216,66,1397,1813,0,117845,27040
P02977,Denim Jeans,Women,Premium Textile Ltd,400,35,0,200,1070,1237,25,32471.25,-4978.75
P02978,Formal Trousers,Men,FashionKart Supplies,463,33,0,172,833,1195,5,37463.25,9974.25
P02979,Ladies Top,Women,TexFab Traders,262,180,112,111,1484,1644,5,106202.4,5290.4
P02980,Ladies Top,Kids,Premium Textile Ltd,139,22,0,53,1385,1824,25,30096,-374
P02981,Ladies Top,Men,Global Cloth House,407,167,59,155,625,976,0,105408,37908
P02982,Kids Wear Set,Men,Premium Textile Ltd,413,190,95,195,529,807,20,61332,11077
P02983,Casual T-Shirt,Men,TexFab Traders,320,113,35,118,877,1015,15,67294.5,-1111.5
P02984,Casual T-Shirt,Kids,TexFab Traders,206,178,136,145,400,521,10,19693.8,2893.8
P02985,Denim Jeans,Men,Global Cloth House,287,168,15,96,1456,1912,15,248655.6,25887.6
P02986,Silk Saree,Women,TexFab Traders,463,106,0,220,783,1084,0,114904,31906
P02987,Woolen Jacket,Men,TexFab Traders,230,232,108,80,1395,1974,20,195820.8,22840.8
P02988,Formal Trousers,Kids,Premium Textile Ltd,73,212,176,75,1163,1556,0,56016,14148
P02989,Kids Wear Set,Kids,FashionKart Supplies,410,272,166,203,486,841,20,71316.8,19800.8
P02990,Cotton Shirt,Men,Premium Textile Ltd,235,80,0,85,1141,1381,0,110480,19200
P02991,Sports Shoes,Kids,Global Cloth House,80,23,0,40,486,761,10,15752.7,4574.7
P02992,Sports Shoes,Kids,FashionKart Supplies,53,209,195,77,652,909,0,12726,3598
P02993,Formal Trousers,Women,Global Cloth House,124,48,0,47,352,545,20,20928,4032
P02994,Denim Jeans,Kids,FashionKart Supplies,268,265,139,94,252,557,10,63163.8,31411.8
P02995,Silk Saree,Men,Premium Textile Ltd,394,101,0,150,1406,1958,5,187870.1,45864.1
P02996,Cotton Shirt,Men,TexFab Traders,411,220,0,213,339,744,15,139128,64548
P02997,Kids Wear Set,Kids,FashionKart Supplies,382,102,0,227,1123,1476,5,143024.4,28478.4
P02998,Ladies Top,Men,FashionKart Supplies,257,292,227,144,1078,1354,10,79209,9139
P02999,Casual T-Shirt,Men,FashionKart Supplies,85,269,233,50,1314,1589,25,42903,-4401
P03000,Denim Jeans,Women,Premium Textile Ltd,320,63,0,124,1391,1925,20,97020,9387
P03001,Ladies Top,Men,TexFab Traders,170,267,233,46,936,1423,0,48382,16558
P03002,Denim Jeans,Kids,Premium Textile Ltd,343,192,98,94,710,1224,15,97797.6,31057.6
P03003,Kids Wear Set,Men,Global Cloth House,358,138,47,205,531,1086,20,79060.8,30739.8
P03004,Formal Trousers,Men,FashionKart Supplies,386,201,6,186,1433,1543,25,225663.75,-53771.25
P03005,Ladies Top,Women,Premium Textile Ltd,420,106,0,191,407,710,5,71497,28355
P03006,Formal Trousers,Kids,FashionKart Supplies,205,40,0,112,1050,1305,0,52200,10200
P03007,Denim Jeans,Kids,FashionKart Supplies,205,210,104,83,496,918,25,72981,20405
P03008,Leather Belt,Women,Premium Textile Ltd,290,44,0,139,439,713,5,29803.4,10487.4
P03009,Woolen Jacket,Men,Premium Textile Ltd,302,130,49,121,1200,1603,10,116858.7,19658.7
P03010,Casual T-Shirt,Kids,TexFab Traders,473,298,86,156,718,1039,20,176214.4,23998.4
P03011,Denim Jeans,Kids,Global Cloth House,383,246,20,166,1006,1222,15,234746.2,7390.2
P03012,Leather Belt,Men,TexFab Traders,65,268,241,63,499,833,25,16868.25,3395.25
P03013,Silk Saree,Women,TexFab Traders,288,281,153,91,1215,1676,25,160896,5376
P03014,Cotton Shirt,Women,FashionKart Supplies,309,278,109,95,685,852,10,129589.2,13824.2
P03015,Denim Jeans,Kids,Global Cloth House,124,109,82,66,1441,2026,15,46496.7,7589.7
P03016,Denim Jeans,Women,FashionKart Supplies,429,296,196,174,1472,2004,20,160320,13120
P03017,Silk Saree,Kids,FashionKart Supplies,96,214,192,68,800,1145,5,23930.5,6330.5
P03018,Kids Wear Set,Men,TexFab Traders,351,172,8,174,1156,1270,5,197866,8282
P03019,Ladies Top,Women,FashionKart Supplies,468,57,0,218,885,1289,15,62452.05,12007.05
P03020,Kids Wear Set,Women,TexFab Traders,340,161,0,135,225,723,0,116403,80178
P03021,Leather Belt,Men,TexFab Traders,279,72,0,137,1003,1459,10,94543.2,22327.2
P03022,Denim Jeans,Women,Global Cloth House,261,255,164,96,718,1152,25,78624,13286
P03023,Leather Belt,Women,Premium Textile Ltd,50,266,241,33,511,1047,0,26175,13400
P03024,Casual T-Shirt,Kids,Global Cloth House,291,68,0,139,343,771,0,52428,29104
P03025,Silk Saree,Women,Premium Textile Ltd,320,82,0,107,360,495,20,32472,2952
P03026,Woolen Jacket,Kids,FashionKart Supplies,318,59,0,109,424,980,5,54929,29913
P03027,Leather Belt,Men,Premium Textile Ltd,266,263,179,140,1136,1433,15,102316.2,6892.2
P03028,Formal Trousers,Kids,Premium Textile Ltd,91,208,176,33,1483,1863,15,50673.6,3217.6
P03029,Woolen Jacket,Men,FashionKart Supplies,345,54,0,123,864,1201,0,64854,18198
P03030,Formal Trousers,Women,TexFab Traders,416,106,0,152,1446,1894,0,200764,47488
P03031,Woolen Jacket,Kids,Premium Textile Ltd,473,44,0,188,204,439,15,16418.6,7442.6
P03032,Woolen Jacket,Men,FashionKart Supplies,359,97,0,168,1256,1505,0,145985,24153
P03033,Woolen Jacket,Kids,TexFab Traders,280,63,0,88,1045,1223,20,61639.2,-4195.8
P03034,Casual T-Shirt,Men,Premium Textile Ltd,311,20,0,99,329,754,5,14326,7746
P03035,Silk Saree,Kids,FashionKart Supplies,290,211,89,120,1100,1672,25,152988,18788
P03036,Denim Jeans,Kids,TexFab Traders,74,228,191,75,856,1104,20,32678.4,1006.4
P03037,Sports Shoes,Kids,Premium Textile Ltd,187,228,165,30,462,637,5,38124.45,9018.45
P03038,Cotton Shirt,Kids,FashionKart Supplies,317,169,0,80,828,1387,25,175802.25,35870.25
P03039,Formal Trousers,Men,TexFab Traders,190,124,25,47,1128,1617,0,160083,48411
P03040,Sports Shoes,Men,Global Cloth House,437,182,51,224,1115,1471,25,144525.75,-1539.25
P03041,Woolen Jacket,Kids,Premium Textile Ltd,411,169,0,244,386,553,10,84111.3,18877.3
P03042,Cotton Shirt,Kids,Premium Textile Ltd,485,232,6,171,1357,1904,20,344243.2,37561.2
P03043,Cotton Shirt,Kids,Premium Textile Ltd,470,176,0,209,328,731,0,128656,70928
P03044,Formal Trousers,Women,Global Cloth House,85,246,202,52,1139,1386,10,54885.6,4769.6
P03045,Ladies Top,Men,TexFab Traders,261,94,0,141,1303,1542,15,123205.8,723.8
P03046,Denim Jeans,Men,Global Cloth House,495,48,0,241,998,1436,0,68928,21024
P03047,Cotton Shirt,Men,Global Cloth House,180,201,144,31,922,1028,10,52736.4,182.4
P03048,Denim Jeans,Kids,FashionKart Supplies,388,121,0,234,1325,1917,10,208761.3,48436.3
P03049,Leather Belt,Men,TexFab Traders,414,186,94,161,775,878,25,60582,-10718
P03050,Formal Trousers,Kids,FashionKart Supplies,121,100,57,75,1186,1337,5,54616.45,3618.45
P03051,Formal Trousers,Kids,FashionKart Supplies,93,273,220,70,845,1000,25,39750,-5035
P03052,Denim Jeans,Women,TexFab Traders,229,276,207,91,607,743,15,43576.95,1693.95
P03053,Casual T-Shirt,Men,Premium Textile Ltd,204,257,161,132,824,1033,15,84292.8,5188.8
P03054,Cotton Shirt,Women,Premium Textile Ltd,317,51,0,106,1400,1603,15,69490.05,-1909.95
P03055,Kids Wear Set,Kids,Premium Textile Ltd,280,274,215,114,1119,1494,20,70516.8,4495.8
P03056,Formal Trousers,Women,FashionKart Supplies,195,234,130,70,1067,1235,5,122018,11050
P03057,Sports Shoes,Kids,Global Cloth House,444,267,122,205,960,1203,10,156991.5,17791.5
P03058,Woolen Jacket,Men,TexFab Traders,390,248,43,180,1054,1313,0,269165,53095
P03059,Cotton Shirt,Women,TexFab Traders,90,39,6,36,238,446,20,11774.4,3920.4
P03060,Sports Shoes,Men,TexFab Traders,428,38,0,247,1034,1300,0,49400,10108
P03061,Cotton Shirt,Kids,FashionKart Supplies,110,190,135,44,708,1008,20,44352,5412
P03062,Silk Saree,Men,Global Cloth House,237,274,150,101,356,535,15,56389,12245
P03063,Cotton Shirt,Women,Global Cloth House,55,297,272,69,543,931,20,18620,5045
P03064,Silk Saree,Women,TexFab Traders,409,177,68,165,1305,1746,5,180798.3,38553.3
P03065,Leather Belt,Men,TexFab Traders,255,237,143,129,990,1411,20,106107.2,13047.2
P03066,Silk Saree,Women,FashionKart Supplies,325,204,60,138,1207,1412,20,162662.4,-11145.6
P03067,Ladies Top,Women,Global Cloth House,191,287,235,64,878,1137,25,44343,-1313
P03068,Cotton Shirt,Kids,TexFab Traders,109,62,19,30,1214,1778,10,68808.6,16606.6
P03069,Ladies Top,Kids,Premium Textile Ltd,216,167,104,107,819,1360,25,64260,12663
P03070,Ladies Top,Men,FashionKart Supplies,64,230,218,60,652,936,15,9547.2,1723.2
P03071,Denim Jeans,Men,Premium Textile Ltd,365,82,0,200,1324,1846,15,128666.2,20098.2
P03072,Sports Shoes,Men,Premium Textile Ltd,86,130,90,54,1465,1772,5,67336,8736
P03073,Cotton Shirt,Kids,Premium Textile Ltd,162,194,135,54,493,1087,10,57719.7,28632.7
P03074,Kids Wear Set,Kids,Global Cloth House,197,244,139,70,555,680,20,57120,-1155
P03075,Cotton Shirt,Women,TexFab Traders,119,290,248,30,1095,1612,20,54163.2,8173.2
P03076,Silk Saree,Kids,FashionKart Supplies,115,264,235,73,623,958,10,25003.8,6936.8
P03077,Denim Jeans,Men,TexFab Traders,491,270,105,243,1166,1645,25,203568.75,11178.75
P03078,Ladies Top,Men,TexFab Traders,251,216,76,124,579,1079,15,128401,47341
P03079,Formal Trousers,Women,Global Cloth House,204,168,58,86,1474,2005,25,165412.5,3272.5
P03080,Silk Saree,Men,FashionKart Supplies,399,277,83,166,324,627,10,109474.2,46618.2
P03081,Formal Trousers,Women,Premium Textile Ltd,100,285,249,65,984,1337,15,40912.2,5488.2
P03082,Kids Wear Set,Men,Premium Textile Ltd,446,244,0,234,1169,1316,0,321104,35868
P03083,Casual T-Shirt,Men,Global Cloth House,96,247,195,76,212,810,20,33696,22672
P03084,Ladies Top,Women,TexFab Traders,193,82,32,76,1381,1665,25,62437.5,-6612.5
P03085,Silk Saree,Men,TexFab Traders,254,243,148,87,295,556,10,47538,19513
P03086,Denim Jeans,Men,Global Cloth House,487,121,0,198,309,606,0,73326,35937
P03087,Cotton Shirt,Men,Premium Textile Ltd,186,46,0,38,662,1117,10,46243.8,15791.8
P03088,Leather Belt,Men,Premium Textile Ltd,427,265,158,222,1069,1235,5,125537.75,11154.75
P03089,Silk Saree,Women,Global Cloth House,204,130,65,119,473,727,10,42529.5,11784.5
P03090,Sports Shoes,Kids,TexFab Traders,440,242,141,206,844,1405,5,134809.75,49565.75
P03091,Woolen Jacket,Men,Premium Textile Ltd,302,104,24,136,426,811,15,55148,21068
P03092,Formal Trousers,Kids,TexFab Traders,184,122,50,38,1021,1149,5,78591.6,5079.6
P03093,Silk Saree,Men,Global Cloth House,470,243,49,228,666,910,5,167713,38509
P03094,Cotton Shirt,Men,Premium Textile Ltd,155,287,235,31,1436,1686,0,87672,13000
P03095,Cotton Shirt,Men,Global Cloth House,64,41,7,54,1121,1241,0,42194,4080
P03096,Leather Belt,Kids,FashionKart Supplies,465,291,27,226,1331,1555,20,328416,-22968
P03097,Ladies Top,Women,TexFab Traders,298,140,33,82,499,807,0,86349,32956
P03098,Kids Wear Set,Kids,TexFab Traders,493,43,0,175,837,1381,10,53444.7,17453.7
P03099,Sports Shoes,Men,Global Cloth House,177,113,57,66,1228,1484,15,70638.4,1870.4
P03100,Silk Saree,Kids,Global Cloth House,469,99,0,204,492,796,15,66983.4,18275.4
P03101,Cotton Shirt,Men,TexFab Traders,480,297,199,240,557,932,20,73068.8,18482.8
P03102,Denim Jeans,Kids,Premium Textile Ltd,249,70,2,134,1493,1789,20,97321.6,-4202.4
P03103,Leather Belt,Men,TexFab Traders,50,293,272,78,1040,1505,20,25284,3444
P03104,Woolen Jacket,Kids,Global Cloth House,412,288,147,245,332,847,0,119427,72615
P03105,Leather Belt,Men,TexFab Traders,392,223,85,183,663,1259,25,130306.5,38812.5
P03106,Formal Trousers,Kids,FashionKart Supplies,288,47,0,149,229,482,0,22654,11891
P03107,Kids Wear Set,Men,FashionKart Supplies,257,82,0,92,799,1199,15,83570.3,18052.3
P03108,Kids Wear Set,Men,Global Cloth House,178,220,136,33,964,1301,0,109284,28308
P03109,Silk Saree,Women,Premium Textile Ltd,210,77,0,114,777,1304,5,95387.6,35558.6
P03110,Ladies Top,Men,Global Cloth House,421,55,0,168,1490,1871,10,92614.5,10664.5
P03111,Silk Saree,Kids,Premium Textile Ltd,361,37,0,154,1173,1387,25,38489.25,-4911.75
P03112,Silk Saree,Kids,Global Cloth House,357,222,36,188,1032,1211,0,225246,33294
P03113,Formal Trousers,Men,TexFab Traders,421,208,20,170,306,468,15,74786.4,17258.4
P03114,Ladies Top,Men,TexFab Traders,455,229,126,212,424,695,10,64426.5,20754.5
P03115,Ladies Top,Men,FashionKart Supplies,183,56,0,58,382,686,10,34574.4,13182.4
P03116,Casual T-Shirt,Kids,TexFab Traders,256,264,162,112,1212,1753,15,151985.1,28361.1
P03117,Cotton Shirt,Kids,Global Cloth House,201,45,0,119,290,865,0,38925,25875
P03118,Casual T-Shirt,Men,Premium Textile Ltd,491,214,85,171,284,463,0,59727,23091
P03119,Ladies Top,Kids,TexFab Traders,426,196,93,191,373,878,5,85912.3,47493.3
P03120,Formal Trousers,Kids,Global Cloth House,447,244,16,158,1093,1535,0,349980,100776
P03121,Casual T-Shirt,Kids,Premium Textile Ltd,200,124,11,71,1476,1849,25,156702.75,-10085.25
P03122,Leather Belt,Men,FashionKart Supplies,213,145,100,132,1019,1342,0,60390,14535
P03123,Sports Shoes,Kids,TexFab Traders,489,105,0,191,1256,1358,15,121201.5,-10678.5
P03124,Cotton Shirt,Women,Premium Textile Ltd,162,67,0,73,1418,1856,0,124352,29346
P03125,Formal Trousers,Men,Global Cloth House,187,89,41,72,911,1069,10,46180.8,2452.8
P03126,Formal Trousers,Men,Premium Textile Ltd,383,184,96,233,576,1122,0,98736,48048
P03127,Formal Trousers,Women,Global Cloth House,311,191,74,97,922,1302,15,129483.9,21609.9
P03128,Silk Saree,Men,FashionKart Supplies,204,70,0,113,821,1206,20,67536,10066
P03129,Kids Wear Set,Men,Global Cloth House,369,41,0,180,901,1106,5,43078.7,6137.7
P03130,Kids Wear Set,Women,Premium Textile Ltd,477,187,0,237,505,752,0,140624,46189
P03131,Casual T-Shirt,Women,TexFab Traders,269,204,65,144,1183,1288,0,179032,14595
